table[0]:  3 1
table[1893]: perennial 5 1
table[1894]: ormuz 0 4
table[1897]: ano 0 2
table[1898]: trull 3 1
table[1900]: mythology 9 1
table[1901]: literatissima 0 2
table[1902]: sanga 0 1
table[1904]: skipper 0 1
table[1905]: steeply 1 1
table[1906]: needles 5 2
table[1908]: loop'd 0 1
table[1911]: truly 175 1
table[1912]: deceits 2 1
table[1914]: nilsson 0 1
table[1915]: unskillful 0 1
table[1916]: troyan 34 1
table[1917]: folds 5 1
table[1919]: lindo 0 1
table[1922]: ward 27 1
table[1923]: ware 14 1
table[1924]: rotifera 0 1
table[1926]: bob 3 1
table[1928]: reisen 0 1
table[1931]: warm 58 1
table[1932]: warn 4 1
table[1933]: trump 5 1
table[1934]: warp 4 1
table[1935]: apart 70 1
table[1936]: urg'd 25 2
table[1937]: wars 156 1
table[1938]: bon 9 1
table[1939]: lined 5 1
table[1942]: trumpet 89 1
table[1943]: wary 10 1
table[1944]: cockatrices 0 1
table[1945]: equilibrium 1 1
table[1946]: unclasp 2 2
table[1947]: bow 61 1
table[1948]: box 46 1
table[1949]: boy 433 1
table[1950]: unexpressive 0 1
table[1953]: advantageous 5 1
table[1954]: lines 70 1
table[1955]: confirmities 0 1
table[1957]: wash 59 1
table[1958]: soundless 1 1
table[1959]: furious 16 1
table[1960]: deceive 28 1
table[1961]: kilograms 0 1
table[1964]: distributione 0 2
table[1965]: omittance 0 1
table[1967]: exchequer 11 1
table[1969]: wast 79 1
table[1970]: embassage 5 1
table[1974]: crelle 1 4
table[1976]: preller's 0 1
table[1979]: igneous 7 1
table[1980]: observable 1 1
table[1981]: fewer 7 1
table[1982]: moving 35 1
table[1984]: foresaw 0 2
table[1985]: hasli 0 1
table[1994]: maim'd 3 1
table[1995]: generosity 5 1
table[1998]: outfacing 1 1
table[1999]: adelaide's 1 1
table[2000]: watt 9 1
table[2004]: furth'rance 0 1
table[2005]: praxidica 0 1
table[2006]: tidings 51 1
table[2008]: flaring 0 1
table[2010]: aeo 0 3
table[2011]: honours' 0 1
table[2013]: acrylic 0 2
table[2014]: columban 1 3
table[2015]: lebna 0 3
table[2016]: feste's 0 1
table[2018]: pettish 0 1
table[2019]: publishes 4 1
table[2022]: errant 1 2
table[2023]: misunderstandings 0 1
table[2025]: repast 3 1
table[2030]: privilege 36 1
table[2033]: theodorus 3 1
table[2036]: fashioning 2 1
table[2037]: brt 0 1
table[2040]: piety 7 2
table[2046]: secretary 100 2
table[2047]: wave 27 1
table[2048]: solution 49 1
table[2050]: barefac'd 0 1
table[2051]: 'will' 3 1
table[2052]: mirror 7 1
table[2053]: pricked 1 1
table[2056]: splashed 0 1
table[2060]: setting 33 1
table[2061]: hymen's 3 1
table[2062]: flesh 140 1
table[2065]: unblown 0 2
table[2067]: philochristus 0 4
table[2068]: tendered 0 1
table[2069]: pricket 5 1
table[2073]: pallavicini 0 1
table[2074]: glaring 1 1
table[2075]: tolenus 0 2
table[2077]: lucrece' 1 3
table[2080]: hearsay 2 1
table[2082]: ticklish 0 1
table[2083]: partialize 0 1
table[2084]: gaming 2 1
table[2085]: wawl 0 1
table[2086]: wenching 0 1
table[2087]: truro 0 1
table[2088]: ovaries 1 1
table[2090]: gracefully 0 1
table[2096]: englyshe 0 2
table[2098]: doom'd 4 1
table[2099]: gustave 0 4
table[2100]: eyebrow 0 1
table[2101]: gnostics 1 1
table[2102]: burgundian 0 1
table[2103]: clears 4 1
table[2105]: reiske 0 1
table[2106]: comrades' 0 4
table[2107]: cartleyhole 0 1
table[2108]: company's 3 1
table[2109]: unbashful 0 2
table[2110]: advertising 53 1
table[2111]: capitalists 0 5
table[2113]: dieted 5 2
table[2114]: bud 14 1
table[2116]: licensing 3 1
table[2117]: bug 1 1
table[2120]: folke 0 1
table[2123]: trust 184 1
table[2125]: curan 2 1
table[2126]: abused 17 1
table[2127]: wenches 19 1
table[2128]: bur 4 1
table[2129]: bus 2 1
table[2130]: but 7865 1
table[2134]: interrupt 6 1
table[2135]: buy 103 1
table[2136]: furtherance 0 1
table[2138]: pelethites 0 1
table[2139]: stoties 0 1
table[2140]: source 39 1
table[2141]: abuses 23 1
table[2142]: truth 347 1
table[2144]: nardus 0 2
table[2145]: disciples 7 1
table[2146]: fluent 1 2
table[2148]: turkish 28 1
table[2149]: endothermic 1 2
table[2152]: twangling 1 1
table[2153]: curtle 1 1
table[2154]: ways 82 1
table[2155]: question 238 1
table[2156]: frankly 12 1
table[2157]: akademien 1 1
table[2161]: curbs 3 1
table[2163]: badge 16 1
table[2165]: reflections 0 1
table[2170]: mazzard 1 1
table[2171]: upright 25 1
table[2172]: disturb'd 6 1
table[2173]: aal 0 4
table[2175]: trotting 3 1
table[2176]: ungart'red 0 1
table[2177]: by' 1 1
table[2179]: adamah 0 1
table[2183]: hearsed 0 1
table[2185]: holiest 0 3
table[2186]: th'sailors 0 1
table[2187]: tracing 5 1
table[2188]: hypocrite 6 1
table[2189]: queen' 2 1
table[2190]: adamas 0 1
table[2194]: posci 0 2
table[2195]: regreet 3 1
table[2196]: necklaces 0 1
table[2197]: aar 6 4
table[2198]: waverer 0 2
table[2200]: beyond 111 1
table[2202]: beloved 32 1
table[2203]: benedictine 245 1
table[2206]: adapting 2 1
table[2208]: relation 57 1
table[2210]: repays 2 1
table[2211]: mililari 0 1
table[2212]: maker's 2 1
table[2213]: cleave 10 1
table[2217]: blames 1 1
table[2222]: strawberries 4 1
table[2223]: curds 2 1
table[2224]: emancipation 1 1
table[2227]: tenement 2 1
table[2229]: atheling 0 1
table[2230]: dynamo 10 1
table[2236]: christlichen 0 1
table[2238]: fontinalis 0 1
table[2239]: bye 4 1
table[2242]: driest 1 1
table[2243]: benediction 8 1
table[2246]: senebier's 0 1
table[2249]: hasty 20 1
table[2251]: straitened 0 1
table[2253]: curer 4 1
table[2254]: cures 7 1
table[2257]: disappeared 12 1
table[2258]: avoid 58 1
table[2260]: byz 1 1
table[2262]: impeachments 0 1
table[2263]: synopticae 0 2
table[2265]: queens 10 1
table[2266]: semiramis 2 2
table[2267]: insinuation 2 1
table[2268]: tetchy 2 1
table[2270]: pilates 0 2
table[2271]: cellulose 0 3
table[2272]: quantus 0 1
table[2273]: miscarry 12 1
table[2279]: isfahan 0 1
table[2283]: corrival 0 1
table[2287]: ritual 16 1
table[2288]: karaiesn 0 1
table[2291]: prickly 0 1
table[2292]: burgonet 3 1
table[2293]: corrected 12 1
table[2298]: mistrusted 2 1
table[2304]: aisso 0 1
table[2305]: santa 5 1
table[2306]: tenderly 5 1
table[2308]: samothrace 0 2
table[2310]: delectable 1 1
table[2313]: auf 1 2
table[2314]: etude 1 1
table[2317]: convince 4 1
table[2318]: umbrella 2 2
table[2320]: abducere 0 2
table[2321]: primroses 1 1
table[2324]: quadrille 3 1
table[2325]: coarse 4 3
table[2327]: brethren's 0 1
table[2329]: numen 0 1
table[2332]: roman's 1 2
table[2337]: imploring 0 2
table[2338]: badly 4 1
table[2348]: domestication 5 2
table[2354]: glorious 43 1
table[2356]: meetings 17 1
table[2360]: expectation 26 1
table[2361]: levelled 1 2
table[2362]: margent 5 1
table[2364]: depuis 0 1
table[2365]: effective 17 2
table[2366]: traversing 4 3
table[2368]: attends 19 1
table[2369]: beatified 0 1
table[2371]: tardiness 1 1
table[2373]: curiosorum 1 4
table[2374]: guichard 1 1
table[2378]: regular 41 1
table[2380]: revoke 3 1
table[2382]: troublesome 11 1
table[2383]: lice 0 3
table[2384]: vanquish'd 10 1
table[2385]: friendship'' 1 1
table[2390]: curtsy 15 1
table[2392]: timelier 0 1
table[2393]: circular 17 3
table[2394]: abinger 3 1
table[2398]: fervent 2 1
table[2400]: bestrew 1 1
table[2401]: linta 0 1
table[2403]: southwark 4 2
table[2405]: convent 21 1
table[2408]: linth 0 1
table[2409]: aix 3 3
table[2411]: banner 6 1
table[2412]: crusts 0 1
table[2414]: wind'ring 0 1
table[2415]: hostilius 1 2
table[2416]: relative 30 1
table[2417]: knoll'd 2 1
table[2418]: crusty 0 1
table[2424]: secretly 16 2
table[2426]: revolt 62 1
table[2429]: alkalis 0 1
table[2430]: attained 21 1
table[2432]: chenalopex 0 2
table[2433]: epidermis 0 6
table[2436]: subdeacons 0 4
table[2438]: loftiness 0 1
table[2439]: sourly 2 1
table[2440]: tenfold 3 1
table[2442]: commissioners 27 1
table[2443]: procureur 0 4
table[2447]: bennachie 2 1
table[2449]: awl 1 2
table[2450]: largess 4 1
table[2451]: largest 38 1
table[2453]: wallega 2 1
table[2454]: cac 0 1
table[2455]: cad 0 1
table[2456]: ungodliness 0 2
table[2458]: cacodyl 0 3
table[2461]: friendship's 0 1
table[2463]: enforced 22 1
table[2464]: variatione 0 1
table[2465]: can 1503 1
table[2466]: bellows 9 1
table[2467]: cap 112 1
table[2469]: car 52 1
table[2470]: prains 2 1
table[2471]: cat 76 1
table[2477]: curly 1 1
table[2478]: variations 26 1
table[2481]: square 57 3
table[2484]: renaudot 0 1
table[2487]: dauphin's 10 1
table[2488]: oehler 0 1
table[2491]: margery 8 1
table[2492]: bellycavity 0 4
table[2493]: bringing 32 2
table[2495]: gazers 1 1
table[2496]: 'veal' 1 1
table[2497]: mortality 17 1
table[2498]: noisome 4 2
table[2501]: acidifying 0 2
table[2502]: portraits 6 1
table[2503]: cloying 0 1
table[2504]: cxcv 0 1
table[2505]: bestrid 5 1
table[2507]: pages 18 1
table[2509]: pianoforte 0 1
table[2510]: marvel'st 0 3
table[2511]: huxley's 1 1
table[2513]: loosely 9 1
table[2514]: sommervogel 0 2
table[2515]: ordnance 31 1
table[2516]: mortalium 0 1
table[2518]: e'' 0 1
table[2521]: photographic 7 2
table[2524]: youngest 25 1
table[2526]: measles 0 2
table[2527]: converted 28 1
table[2529]: convert 14 1
table[2530]: lectures 32 1
table[2531]: correctly 0 1
table[2534]: clemence 0 1
table[2536]: ecolier 0 3
table[2538]: sixteen 20 1
table[2542]: corwin 0 3
table[2543]: areopagite 2 1
table[2546]: gazeth 0 1
table[2547]: cooled 3 2
table[2549]: adm 10 4
table[2554]: clemency 0 1
table[2556]: elected 74 1
table[2557]: tools 4 1
table[2559]: salle 0 2
table[2560]: sailmakers 1 1
table[2563]: recoil 5 2
table[2564]: manoeuvres 2 1
table[2568]: enclosures 1 2
table[2569]: loosens 0 1
table[2571]: preached 5 2
table[2573]: approach 80 1
table[2578]: wart's 0 2
table[2579]: shouldering 0 1
table[2581]: cordial 8 1
table[2584]: sylloge 0 1
table[2585]: forming'' 2 1
table[2586]: lakes 18 2
table[2589]: binary 0 1
table[2591]: explains 10 1
table[2592]: kangaroo 0 1
table[2594]: ces 2 1
table[2595]: escaping 2 1
table[2598]: wabash 0 3
table[2601]: preaches 0 2
table[2602]: dear'st 5 3
table[2603]: inquirers 0 1
table[2604]: cluck'd 0 1
table[2607]: contentiousness 0 2
table[2610]: conspicuous 14 1
table[2611]: praise 186 1
table[2618]: temperament 1 1
table[2623]: thiesen 1 2
table[2626]: arculfus' 0 1
table[2627]: factum 1 2
table[2628]: regress 0 1
table[2629]: diathesis 0 4
table[2631]: napkins 4 1
table[2634]: overpass'd 0 1
table[2635]: honesta 0 1
table[2636]: participantes 0 2
table[2637]: obscure'' 0 1
table[2639]: honeste 0 1
table[2640]: landes 1 2
table[2641]: 'o 26 2
table[2646]: tiring 4 1
table[2647]: rescinds 0 1
table[2648]: ejus 1 2
table[2649]: honesto 0 1
table[2654]: upstart 2 1
table[2656]: kathairein 0 1
table[2659]: honesty 87 1
table[2660]: republished 1 8
table[2663]: hate' 2 1
table[2664]: subdivision 2 2
table[2665]: ortona 1 2
table[2666]: hatch 14 1
table[2667]: philistine 1 3
table[2668]: returnest 0 1
table[2669]: kentish 2 1
table[2670]: liability 1 1
table[2671]: painters' 0 1
table[2672]: pseudo 1 1
table[2673]: peers' 0 1
table[2674]: curse 100 1
table[2676]: alt 0 3
table[2677]: chi 0 1
table[2678]: beryllus 0 1
table[2679]: aristotle's 4 1
table[2681]: indifference'' 0 1
table[2682]: william's 2 1
table[2683]: clothair 0 1
table[2685]: murmekes 0 1
table[2686]: stated 28 1
table[2687]: returneth 1 1
table[2689]: tibey 0 1
table[2690]: accuser's 0 1
table[2691]: depute 0 1
table[2692]: cxix 0 1
table[2694]: cursy 2 1
table[2697]: c's 1 4
table[2700]: abingon 0 1
table[2701]: states 200 1
table[2702]: cic 0 1
table[2703]: ptah 0 1
table[2704]: prescience 2 1
table[2711]: deputy 36 1
table[2712]: 'bottom's 0 1
table[2714]: kitchens 2 1
table[2715]: canterbury 58 1
table[2716]: complications 0 1
table[2719]: cit 11 1
table[2720]: travelled 10 1
table[2721]: snarling 0 1
table[2722]: apostrophas 0 1
table[2723]: asopus 0 1
table[2724]: hated 31 1
table[2729]: affinity 1 1
table[2730]: brabantio 45 1
table[2731]: mozarabic 0 1
table[2734]: traveller 24 1
table[2738]: hater 0 1
table[2739]: hates 17 1
table[2740]: albion's 2 1
table[2741]: sarine 0 1
table[2742]: toparchs 0 1
table[2743]: quarrell'd 0 1
table[2744]: referendum'' 0 2
table[2745]: formalin 3 1
table[2748]: applaud 10 1
table[2754]: cloquence 0 1
table[2756]: aside 469 1
table[2757]: sleep'' 0 1
table[2764]: akademiya 0 1
table[2765]: buttered 1 1
table[2767]: curve 18 1
table[2770]: cxli 1 1
table[2777]: shipmen 0 3
table[2782]: sauciness 5 1
table[2785]: l'ecole 1 1
table[2786]: ask'd 27 1
table[2787]: heaviest 6 1
table[2791]: bronzes 1 2
table[2794]: tooth 23 1
table[2797]: smites 1 1
table[2798]: dissever 1 1
table[2802]: graceful 9 1
table[2803]: nostrae 0 1
table[2804]: accord 18 1
table[2807]: staining 0 1
table[2808]: over'' 0 1
table[2809]: milston 0 1
table[2812]: continuantly 0 1
table[2814]: howe'er 11 1
table[2815]: reside 8 1
table[2816]: mistempered 0 1
table[2824]: lakin 1 2
table[2828]: casting 8 2
table[2831]: celebrations 0 2
table[2832]: trapeze 0 1
table[2833]: sleep's 0 1
table[2834]: baumgartner's 0 1
table[2835]: crutch 10 1
table[2837]: blackest 1 1
table[2838]: option 0 5
table[2839]: n'ahnet 0 2
table[2841]: nations 20 1
table[2842]: crickets 3 1
table[2844]: destroy 20 1
table[2846]: prec 0 3
table[2849]: formally 8 1
table[2851]: accost 3 1
table[2852]: damsons 0 2
table[2854]: overheating 0 3
table[2856]: irksome 2 1
table[2857]: concentrating 0 1
table[2858]: metaphor 6 1
table[2862]: cnh 1 1
table[2865]: drossy 0 1
table[2868]: affiance 2 1
table[2870]: fleming 1 1
table[2871]: unthought 2 1
table[2872]: interlocutory 0 2
table[2873]: waag 1 2
table[2874]: unbow'd 0 1
table[2875]: kepler 0 1
table[2876]: meadow 0 1
table[2880]: elector 8 1
table[2881]: mosaics 0 1
table[2889]: cod 0 1
table[2890]: smiths 1 1
table[2891]: workers 2 4
table[2892]: cog 6 1
table[2893]: coh 0 1
table[2895]: concentration 2 1
table[2896]: smithy 0 1
table[2897]: col 11 1
table[2898]: com 3 1
table[2899]: con 30 1
table[2902]: bannum 0 1
table[2903]: cor 36 1
table[2904]: cos 2 1
table[2905]: congregation 11 1
table[2906]: pensions 10 1
table[2907]: dispense 12 1
table[2908]: cow 19 1
table[2909]: cox 1 1
table[2910]: rondure 0 1
table[2911]: coz 34 1
table[2915]: falstaffs 1 1
table[2916]: unconfirm'd 0 1
table[2917]: resign 22 1
table[2921]: patrae 0 2
table[2922]: innovation 4 1
table[2924]: fahrenheit's 0 1
table[2925]: mishnah 0 1
table[2926]: capitalized 0 4
table[2927]: interests 13 2
table[2932]: primitive 30 2
table[2933]: shallow' 0 2
table[2935]: exaggerated 4 2
table[2939]: talk'd 27 1
table[2940]: formartine 1 1
table[2943]: thromuldo 0 1
table[2944]: adelaide 24 1
table[2946]: numerously 0 6
table[2947]: rialto 4 1
table[2948]: cnossian 12 1
table[2953]: womanish 6 1
table[2954]: o'erboard 1 4
table[2955]: mailed 0 1
table[2959]: throwest 0 1
table[2961]: latinus 3 2
table[2962]: vitalized 0 1
table[2963]: valleys 29 1
table[2965]: amharas 0 1
table[2967]: uneducated 0 1
table[2969]: verdure 1 1
table[2970]: electro 4 1
table[2973]: haters 0 1
table[2978]: lewdness 1 1
table[2981]: pelage 0 1
table[2984]: mussel 2 1
table[2985]: villian 0 1
table[2990]: writhled 0 1
table[2992]: musset 0 1
table[2994]: majestically 0 2
table[3001]: julien 0 2
table[3003]: cry 219 1
table[3005]: heartstrings 1 1
table[3006]: abhidhamma 5 2
table[3008]: excommunicated 4 1
table[3009]: astronomers 5 1
table[3012]: glurns 0 2
table[3016]: rumovsky 0 1
table[3018]: propeller 0 3
table[3022]: salving 0 1
table[3024]: hateth 3 1
table[3025]: rettigheder 0 1
table[3026]: flemish 3 1
table[3029]: admonition 1 1
table[3030]: legg'd 5 1
table[3039]: morayshire 0 1
table[3043]: begrimed 0 1
table[3046]: a' 8 1
table[3048]: pilatre 2 2
table[3050]: william 415 1
table[3052]: obstinately 3 1
table[3055]: wade 5 2
table[3058]: sojourn 6 1
table[3060]: pander's 0 1
table[3061]: dukedom 24 1
table[3062]: midwife 9 1
table[3064]: meritissimus 0 1
table[3066]: crateriform 0 2
table[3067]: zinc 10 1
table[3068]: pickthanks 0 1
table[3071]: kinred 0 1
table[3072]: rozier 4 2
table[3073]: cub 7 1
table[3074]: oenone 0 4
table[3075]: torturer 1 1
table[3076]: tortures 4 1
table[3077]: b' 3 1
table[3078]: arsenical 17 2
table[3080]: cui 0 1
table[3081]: swimmers 1 3
table[3082]: counterfeited 6 1
table[3083]: salts 43 2
table[3084]: cum 8 1
table[3086]: dorsetshire 2 1
table[3087]: cup 55 1
table[3088]: forgave 2 1
table[3089]: cur 36 1
table[3091]: cut 205 1
table[3092]: coeur 6 1
table[3093]: bibliographer 0 3
table[3098]: blanca 0 1
table[3100]: wagshum 1 1
table[3101]: leader's 1 1
table[3104]: aa 6 1
table[3105]: blanch 22 1
table[3106]: quintessence 1 1
table[3107]: ad 54 1
table[3108]: ae 0 1
table[3109]: af 3 1
table[3110]: ag 1 1
table[3111]: ah 189 1
table[3112]: ai 1 1
table[3114]: sourness 0 1
table[3115]: al 27 1
table[3116]: am 2184 1
table[3117]: an 3437 1
table[3119]: breeds 26 1
table[3120]: cvr 0 1
table[3121]: ar 22 1
table[3122]: as 9099 1
table[3123]: at 5049 1
table[3124]: au 7 1
table[3125]: av 0 1
table[3126]: presuppos'd 0 2
table[3128]: applause 16 1
table[3129]: circumstantial 3 1
table[3131]: arithmetike 0 3
table[3132]: recherches 2 1
table[3135]: ba 4 1
table[3136]: bb 0 1
table[3137]: dutchman's 0 2
table[3138]: 'laertes 0 1
table[3139]: be 9125 1
table[3140]: study's 2 1
table[3143]: bi 0 1
table[3144]: hearted 37 1
table[3145]: bk 2 1
table[3147]: biblica 1 1
table[3148]: stagnated 0 1
table[3149]: bo 0 1
table[3151]: plainings 0 1
table[3152]: br 0 1
table[3153]: unbound 2 1
table[3154]: hearten 0 1
table[3155]: bu 0 1
table[3158]: bx 0 1
table[3159]: by 8417 1
table[3160]: frizzly 0 1
table[3162]: biogenesis 0 1
table[3163]: opens 21 1
table[3164]: oscillation 2 2
table[3165]: 'coriolanus' 0 1
table[3166]: ca 5 1
table[3167]: bundahish 0 1
table[3168]: cc 5 1
table[3169]: circularize'' 0 1
table[3170]: ce 1 1
table[3171]: cf 40 1
table[3173]: ch 84 1
table[3174]: chartulary 0 1
table[3176]: thoygh 0 2
table[3177]: topas 16 1
table[3178]: cuticle 0 1
table[3179]: cn 2 1
table[3180]: willingly 36 1
table[3181]: annex'd 0 1
table[3182]: approof 3 1
table[3183]: statue 34 1
table[3184]: cs 0 1
table[3187]: liberty'' 0 1
table[3191]: planets 7 1
table[3194]: lions 26 1
table[3195]: witnessed 2 1
table[3197]: patres 1 2
table[3200]: doublets 3 1
table[3201]: de 484 1
table[3202]: vexeth 0 1
table[3204]: long'st 2 1
table[3205]: di 19 1
table[3206]: grizzle 0 1
table[3209]: waft 5 2
table[3210]: witnesses 26 1
table[3211]: do 3926 1
table[3213]: aad 0 6
table[3214]: dr 58 1
table[3216]: 'cross 1 1
table[3217]: du 30 1
table[3218]: gentilhomme 1 1
table[3219]: trigeminal 0 1
table[3220]: archiepiscopo 0 2
table[3222]: thothmes 1 1
table[3223]: superintendence 7 1
table[3224]: dynamos 0 2
table[3225]: kedah 0 1
table[3226]: campanilis 0 1
table[3227]: nisard 0 1
table[3228]: ea 5 1
table[3229]: republics 0 2
table[3231]: christ's 10 1
table[3232]: skanderborg 0 1
table[3233]: ef 0 1
table[3234]: eg 0 1
table[3235]: eh 1 1
table[3236]: ei 1 1
table[3237]: aru 0 3
table[3239]: el 55 1
table[3240]: em 0 1
table[3241]: en 21 1
table[3242]: cullions 1 1
table[3243]: ep 1 1
table[3244]: eq 0 1
table[3246]: es 0 1
table[3247]: et 109 1
table[3248]: giraffes 0 4
table[3250]: cuore 0 3
table[3251]: ex 17 1
table[3252]: hearths 0 1
table[3253]: ez 1 1
table[3255]: untraded 0 2
table[3256]: pricksong 0 1
table[3257]: unguem 0 3
table[3258]: glutton's 0 1
table[3259]: fa 7 1
table[3260]: fb 1 1
table[3261]: fc 2 1
table[3263]: fe 4 1
table[3264]: computation 5 1
table[3265]: unparagon'd 1 1
table[3268]: toryne 1 1
table[3269]: peesel 0 1
table[3270]: scutcheon 1 1
table[3272]: proserpina 0 2
table[3273]: fo 5 1
table[3275]: lightness 8 1
table[3276]: fr 22 1
table[3277]: disputation 0 1
table[3278]: ft 239 1
table[3279]: osterreichisches 0 1
table[3280]: baobab 0 3
table[3281]: buttressed 0 3
table[3282]: malcolm 60 1
